0.2,20,0.181243,0.249143,0.101109,0
0.4,20,0.413219,0.2807,0.103546,0
0.6,20,0.30084,0.299031,0.111308,0
0.8,20,0.26177,0.305735,0.100153,0
1.0,20,0.416879,0.50001,0.0391335,0
1.2,20,0.556788,0.56366,0.0385825,0
1.4,20,0.581681,0.5625,0.0344905,0
1.6,20,0.595615,0.614757,0.0251709,0
1.8,20,0.658253,0.678259,0.0246139,0
2.0,20,0.693664,0.704116,0.0249253,0
2.2,20,0.733959,0.720916,0.0248639,0
2.4,20,0.717807,0.734906,0.0235889,0
2.6,20,0.786295,0.748719,0.0225372,0
2.8,20,0.798729,0.763507,0.0219459,0
3.0,20,0.73815,0.779998,0.0216705,0
3.2,20,0.8065,0.793776,0.0209051,0
3.4,20,0.789058,0.804726,0.0202034,0
3.6,20,0.826634,0.815157,0.0203652,0
3.8,20,0.742119,0.727028,0.0203239,0
4.0,20,0.804424,0.832635,0.0202601,0
4.2,20,0.862112,0.836994,0.0202621,0
4.4,20,0.816517,0.828594,0.0203769,0
4.6,20,0.848982,0.841837,0.0204245,0
4.8,20,0.790811,0.833497,0.0210791,0
5.0,20,0.866105,0.836918,0.0210654,0
5.2,20,0.804836,0.839163,0.020512,0
5.4,20,0.823564,0.836935,0.020456,0
5.6,20,0.851598,0.839629,0.0206898,0
5.8,20,0.868844,0.842094,0.0203373,0
6.0,20,0.855264,0.836176,0.0205823,0
6.2,20,0.873254,0.835738,0.020396,0
6.4,20,0.806948,0.833499,0.0204303,0
6.6,20,0.817839,0.831733,0.020294,0
6.8,20,0.816829,0.829622,0.020188,0
7.0,20,0.833581,0.829509,0.0201485,0
7.2,20,0.71773,0.713657,0.0202374,0
7.4,20,0.808912,0.830425,0.0229543,0
7.6,20,0.843291,0.834632,0.0244152,0
7.8,20,0.813227,0.832263,0.0248862,0
8.0,20,0.7143,0.709578,0.0267471,0
8.2,20,0.829661,0.826815,0.0238296,0
8.4,20,0.82765,0.82692,0.0249936,0
8.6,20,0.847468,0.796913,0.0493424,0
8.8,20,0.818333,0.82014,0.0189281,0
9.0,20,0.838185,0.826846,0.0281246,0
9.2,20,0.848643,0.824446,0.0290256,0
9.4,20,0.875017,0.824686,0.0284971,0
9.6,20,0.83508,0.822419,0.0291026,0
9.8,20,0.788839,0.820565,0.0276854,0
10.0,20,0.866586,0.815198,0.030644,0
